datetime,temp,humidity,precip,precipprob,windspeed,city
2021-02-19,79.8,64.8,0.118,100,9.2,2019-01-01 to 2021-05-31
2021-02-20,79.8,57.4,0.004,100,11.4,2019-01-01 to 2021-05-31
2021-02-21,80.5,62.2,0.004,100,13.9,2019-01-01 to 2021-05-31
2021-02-22,79.2,66.0,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-02-23,81.9,64.3,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-02-24,82.7,69.1,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-02-25,83.3,73.3,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-02-26,83.3,74.6,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-02-27,82.2,77.2,0.0,0,10.3,2019-01-01 to 2021-05-31
2021-02-28,83.1,76.7,0.0,0,13.9,2019-01-01 to 2021-05-31
2021-03-01,83.0,76.2,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-03-02,83.3,74.9,0.0,0,12.8,2019-01-01 to 2021-05-31
2021-03-03,83.7,75.9,0.0,0,13.9,2019-01-01 to 2021-05-31
2021-03-04,83.5,61.8,0.0,0,12.8,2019-01-01 to 2021-05-31
2021-03-05,82.5,63.2,0.0,0,10.3,2019-01-01 to 2021-05-31
2021-03-06,82.7,71.7,0.0,0,13.9,2019-01-01 to 2021-05-31
2021-03-07,83.3,73.7,0.0,0,12.8,2019-01-01 to 2021-05-31
2021-03-08,83.9,75.5,0.0,0,13.9,2019-01-01 to 2021-05-31
2021-03-09,84.9,72.6,0.0,0,10.3,2019-01-01 to 2021-05-31
2021-03-10,84.3,73.5,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-03-11,82.7,75.0,0.0,0,9.2,2019-01-01 to 2021-05-31
2021-03-12,83.6,71.6,0.0,0,13.9,2019-01-01 to 2021-05-31
2021-03-13,84.5,72.7,0.0,0,12.8,2019-01-01 to 2021-05-31
2021-03-14,84.8,73.5,0.0,0,13.9,2019-01-01 to 2021-05-31
2021-03-15,84.6,72.4,0.0,0,13.9,2019-01-01 to 2021-05-31
2021-03-16,84.7,73.1,0.0,0,13.9,2019-01-01 to 2021-05-31
2021-03-17,85.4,73.3,0.0,0,12.8,2019-01-01 to 2021-05-31
2021-03-18,84.6,74.9,0.0,0,13.9,2019-01-01 to 2021-05-31
2021-03-19,84.6,74.2,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-03-20,84.4,74.9,0.0,0,13.9,2019-01-01 to 2021-05-31
2021-03-21,84.4,71.2,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-03-22,84.7,74.1,0.0,0,12.8,2019-01-01 to 2021-05-31
2021-03-23,85.4,74.4,0.0,0,12.8,2019-01-01 to 2021-05-31
2021-03-24,86.2,73.8,0.0,0,13.9,2019-01-01 to 2021-05-31
2021-03-25,85.7,71.3,0.0,0,13.9,2019-01-01 to 2021-05-31
2021-03-26,85.9,76.5,0.0,0,13.9,2019-01-01 to 2021-05-31
2021-03-27,86.5,75.8,0.0,0,13.9,2019-01-01 to 2021-05-31
2021-03-28,83.9,74.7,0.039,100,11.4,2019-01-01 to 2021-05-31
2021-03-29,83.8,75.7,0.472,100,13.9,2019-01-01 to 2021-05-31
2021-03-30,83.5,75.6,0.0,0,12.8,2019-01-01 to 2021-05-31
2021-03-31,84.8,77.6,0.0,0,13.9,2019-01-01 to 2021-05-31
2021-04-01,85.3,67.3,0.0,0,15.0,2019-01-01 to 2021-05-31
2021-04-02,83.9,70.9,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-04-03,83.1,68.6,0.0,0,12.8,2019-01-01 to 2021-05-31
2021-04-04,83.2,66.9,0.0,0,13.9,2019-01-01 to 2021-05-31
2021-04-05,85.5,68.0,0.0,0,18.3,2019-01-01 to 2021-05-31
2021-04-06,86.1,74.2,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-04-07,86.1,75.9,0.0,0,15.0,2019-01-01 to 2021-05-31
2021-04-08,85.0,73.5,0.02,100,10.3,2019-01-01 to 2021-05-31
2021-04-09,85.2,70.0,0.0,0,15.0,2019-01-01 to 2021-05-31
2021-04-10,85.6,69.4,0.0,0,13.9,2019-01-01 to 2021-05-31
2021-04-11,83.1,74.1,3.111,100,13.9,2019-01-01 to 2021-05-31
2021-04-12,82.3,76.7,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-04-13,81.0,79.8,1.772,100,12.8,2019-01-01 to 2021-05-31
2021-04-14,82.7,75.9,0.024,100,11.4,2019-01-01 to 2021-05-31
2021-04-15,81.6,75.6,0.0,0,12.8,2019-01-01 to 2021-05-31
2021-04-16,84.4,73.4,0.0,0,13.9,2019-01-01 to 2021-05-31
2021-04-17,84.3,71.8,0.0,0,13.9,2019-01-01 to 2021-05-31
2021-04-18,84.2,74.9,0.118,100,10.3,2019-01-01 to 2021-05-31
2021-04-19,83.0,74.2,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-04-20,81.7,80.8,0.008,100,9.2,2019-01-01 to 2021-05-31
2021-04-21,83.6,74.0,0.0,0,13.9,2019-01-01 to 2021-05-31
2021-04-22,82.9,75.8,0.236,100,11.6,2019-01-01 to 2021-05-31
2021-04-23,80.9,78.1,0.016,100,8.3,2019-01-01 to 2021-05-31
2021-04-24,84.7,73.8,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-04-25,85.3,74.5,0.0,0,12.8,2019-01-01 to 2021-05-31
2021-04-26,84.9,73.9,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-04-27,84.3,73.0,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-04-28,85.0,72.8,0.0,0,10.3,2019-01-01 to 2021-05-31
2021-04-29,84.9,70.5,0.0,0,15.0,2019-01-01 to 2021-05-31
2021-04-30,84.1,69.0,0.0,0,9.2,2019-01-01 to 2021-05-31
2021-05-01,83.8,72.7,0.118,100,12.8,2019-01-01 to 2021-05-31
2021-05-02,82.9,72.4,0.0,0,9.2,2019-01-01 to 2021-05-31
2021-05-03,82.9,73.4,0.276,100,12.8,2019-01-01 to 2021-05-31
2021-05-04,82.5,78.8,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-05-05,84.0,81.7,0.039,100,12.8,2019-01-01 to 2021-05-31
2021-05-06,84.1,76.3,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-05-07,82.7,79.7,0.275,100,11.4,2019-01-01 to 2021-05-31
2021-05-08,82.9,79.5,0.0,0,8.1,2019-01-01 to 2021-05-31
2021-05-09,85.0,78.4,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-05-10,85.0,78.2,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-05-11,83.4,82.7,0.472,100,11.4,2019-01-01 to 2021-05-31
2021-05-12,83.7,80.3,0.354,100,11.4,2019-01-01 to 2021-05-31
2021-05-13,82.3,78.7,0.004,100,10.3,2019-01-01 to 2021-05-31
2021-05-14,83.5,71.4,0.004,100,13.9,2019-01-01 to 2021-05-31
2021-05-15,77.0,90.4,3.854,100,23.0,2019-01-01 to 2021-05-31
2021-05-16,79.2,87.2,1.417,100,17.2,2019-01-01 to 2021-05-31
2021-05-17,79.2,88.3,0.158,100,9.2,2019-01-01 to 2021-05-31
2021-05-18,79.2,88.8,0.118,100,13.9,2019-01-01 to 2021-05-31
2021-05-19,79.4,88.1,0.039,100,10.3,2019-01-01 to 2021-05-31
2021-05-20,80.1,86.7,0.355,100,6.9,2019-01-01 to 2021-05-31
2021-05-21,80.5,84.5,0.004,100,11.4,2019-01-01 to 2021-05-31
2021-05-22,81.3,82.4,0.079,100,11.4,2019-01-01 to 2021-05-31
2021-05-23,82.3,76.0,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-05-24,84.0,76.7,0.079,100,10.3,2019-01-01 to 2021-05-31
2021-05-25,79.6,87.5,0.827,100,9.2,2019-01-01 to 2021-05-31
2021-05-26,81.0,83.3,0.0,0,11.4,2019-01-01 to 2021-05-31
2021-05-27,82.2,79.0,0.669,100,11.4,2019-01-01 to 2021-05-31
2021-05-28,82.4,79.8,0.0,0,9.2,2019-01-01 to 2021-05-31
2021-05-29,79.2,85.8,0.831,100,6.9,2019-01-01 to 2021-05-31
2021-05-30,79.4,86.5,0.008,100,10.3,2019-01-01 to 2021-05-31
2021-05-31,80.7,83.0,0.394,100,11.4,2019-01-01 to 2021-05-31
2021-06-01,80.6,84.2,0.512,100,11.4,2021-06-01 to 2023-12-31
2021-06-02,82.4,81.3,0.012,100,12.8,2021-06-01 to 2023-12-31
2021-06-03,83.1,83.0,0.024,100,12.8,2021-06-01 to 2023-12-31
2021-06-04,79.9,87.4,1.984,100,8.1,2021-06-01 to 2023-12-31
2021-06-05,79.4,85.6,0.307,100,10.3,2021-06-01 to 2023-12-31
2021-06-06,80.2,83.6,0.598,100,9.2,2021-06-01 to 2023-12-31
2021-06-07,83.0,78.1,0.0,0,10.3,2021-06-01 to 2023-12-31
2021-06-08,81.0,80.6,0.0,0,13.9,2021-06-01 to 2023-12-31
2021-06-09,78.5,82.1,0.503,100,11.4,2021-06-01 to 2023-12-31
2021-06-10,77.3,88.7,1.064,100,11.4,2021-06-01 to 2023-12-31
2021-06-11,79.8,84.2,0.406,100,13.9,2021-06-01 to 2023-12-31
2021-06-12,77.3,88.5,1.72,100,17.2,2021-06-01 to 2023-12-31
2021-06-13,74.6,93.3,2.402,100,9.2,2021-06-01 to 2023-12-31
2021-06-14,75.3,93.1,3.976,100,13.9,2021-06-01 to 2023-12-31
2021-06-15,78.1,89.4,1.299,100,12.8,2021-06-01 to 2023-12-31
2021-06-16,80.1,86.2,0.629,100,23.0,2021-06-01 to 2023-12-31
2021-06-17,80.8,84.3,0.59,100,23.0,2021-06-01 to 2023-12-31
2021-06-18,81.3,82.5,0.552,100,18.3,2021-06-01 to 2023-12-31
2021-06-19,76.4,88.3,2.914,100,19.7,2021-06-01 to 2023-12-31
2021-06-20,76.5,90.6,1.377,100,6.9,2021-06-01 to 2023-12-31
2021-06-21,76.9,91.6,1.378,100,11.4,2021-06-01 to 2023-12-31
2021-06-22,79.6,85.0,0.004,100,10.3,2021-06-01 to 2023-12-31
2021-06-23,81.1,84.2,1.732,100,10.3,2021-06-01 to 2023-12-31
2021-06-24,80.8,82.3,0.008,100,8.1,2021-06-01 to 2023-12-31
2021-06-25,81.1,81.6,0.138,100,9.2,2021-06-01 to 2023-12-31
2021-06-26,76.7,87.6,0.918,100,12.8,2021-06-01 to 2023-12-31
2021-06-27,78.0,85.3,0.276,100,8.1,2021-06-01 to 2023-12-31
2021-06-28,79.7,82.6,0.004,100,9.2,2021-06-01 to 2023-12-31
2021-06-29,80.2,80.3,0.008,100,9.2,2021-06-01 to 2023-12-31
2021-06-30,82.5,78.9,0.008,100,9.2,2021-06-01 to 2023-12-31
2021-07-01,81.1,83.1,0.039,100,9.2,2021-06-01 to 2023-12-31
2021-07-02,79.5,83.9,1.133,100,6.9,2021-06-01 to 2023-12-31
2021-07-03,77.9,87.3,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-07-04,80.8,80.4,0.028,100,8.1,2021-06-01 to 2023-12-31
2021-07-05,79.6,83.6,0.0,0,11.4,2021-06-01 to 2023-12-31
2021-07-06,80.5,83.0,0.157,100,9.2,2021-06-01 to 2023-12-31
2021-07-07,79.8,86.3,0.866,100,5.8,2021-06-01 to 2023-12-31
2021-07-08,78.8,87.9,1.291,100,6.9,2021-06-01 to 2023-12-31
2021-07-09,76.7,92.2,3.158,100,5.8,2021-06-01 to 2023-12-31
2021-07-10,76.1,90.2,2.086,100,16.1,2021-06-01 to 2023-12-31
2021-07-11,74.8,91.2,2.834,100,15.0,2021-06-01 to 2023-12-31
2021-07-12,75.9,90.6,2.284,100,9.2,2021-06-01 to 2023-12-31
2021-07-13,75.8,92.5,2.046,100,9.2,2021-06-01 to 2023-12-31
2021-07-14,77.6,90.0,2.205,100,21.9,2021-06-01 to 2023-12-31
2021-07-15,75.5,94.2,4.489,100,8.1,2021-06-01 to 2023-12-31
2021-07-16,76.4,93.0,1.574,100,6.9,2021-06-01 to 2023-12-31
2021-07-17,75.9,90.9,1.062,100,16.1,2021-06-01 to 2023-12-31
2021-07-18,74.7,93.7,2.717,100,10.3,2021-06-01 to 2023-12-31
2021-07-19,76.9,90.2,0.787,100,10.3,2021-06-01 to 2023-12-31
2021-07-20,78.5,88.0,0.354,100,10.3,2021-06-01 to 2023-12-31
2021-07-21,78.4,90.5,0.905,100,11.4,2021-06-01 to 2023-12-31
2021-07-22,79.0,90.2,0.157,100,9.2,2021-06-01 to 2023-12-31
2021-07-23,79.8,89.7,0.197,100,16.1,2021-06-01 to 2023-12-31
2021-07-24,78.8,90.8,1.063,100,10.3,2021-06-01 to 2023-12-31
2021-07-25,79.3,89.3,0.59,100,11.4,2021-06-01 to 2023-12-31
2021-07-26,77.4,91.6,2.756,100,6.9,2021-06-01 to 2023-12-31
2021-07-27,79.0,87.6,0.433,100,11.4,2021-06-01 to 2023-12-31
2021-07-28,80.3,84.9,0.0,0,10.3,2021-06-01 to 2023-12-31
2021-07-29,80.1,86.6,0.52,100,13.9,2021-06-01 to 2023-12-31
2021-07-30,80.6,82.8,0.0,0,13.9,2021-06-01 to 2023-12-31
2021-07-31,80.6,83.5,0.323,100,13.9,2021-06-01 to 2023-12-31
2021-08-01,80.8,82.3,0.008,100,11.4,2021-06-01 to 2023-12-31
2021-08-02,80.2,83.7,0.819,100,11.4,2021-06-01 to 2023-12-31
2021-08-03,77.6,88.8,0.708,100,10.3,2021-06-01 to 2023-12-31
2021-08-04,77.2,90.4,1.181,100,11.4,2021-06-01 to 2023-12-31
2021-08-05,79.0,90.1,0.157,100,11.4,2021-06-01 to 2023-12-31
2021-08-06,79.1,87.8,1.141,100,11.4,2021-06-01 to 2023-12-31
2021-08-07,77.2,91.4,1.496,100,9.2,2021-06-01 to 2023-12-31
2021-08-08,78.6,87.4,0.134,100,10.3,2021-06-01 to 2023-12-31
2021-08-09,78.9,86.4,0.0,0,8.1,2021-06-01 to 2023-12-31
2021-08-10,79.3,86.5,0.59,100,5.8,2021-06-01 to 2023-12-31
2021-08-11,77.9,89.4,0.591,100,6.9,2021-06-01 to 2023-12-31
2021-08-12,77.9,86.0,0.354,100,5.8,2021-06-01 to 2023-12-31
2021-08-13,77.5,90.3,0.512,100,9.2,2021-06-01 to 2023-12-31
2021-08-14,77.1,90.1,0.59,100,13.9,2021-06-01 to 2023-12-31
2021-08-15,78.2,87.7,0.118,100,9.2,2021-06-01 to 2023-12-31
2021-08-16,78.1,88.1,0.079,100,9.2,2021-06-01 to 2023-12-31
2021-08-17,77.7,89.9,0.918,100,6.9,2021-06-01 to 2023-12-31
2021-08-18,77.7,88.9,1.535,100,9.2,2021-06-01 to 2023-12-31
2021-08-19,78.1,86.5,0.157,100,6.9,2021-06-01 to 2023-12-31
2021-08-20,79.2,85.8,0.051,100,5.8,2021-06-01 to 2023-12-31
2021-08-21,79.1,87.4,0.004,100,8.1,2021-06-01 to 2023-12-31
2021-08-22,80.0,84.2,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-08-23,80.4,84.7,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-08-24,80.2,81.2,0.0,0,10.3,2021-06-01 to 2023-12-31
2021-08-25,79.8,83.4,0.079,100,9.2,2021-06-01 to 2023-12-31
2021-08-26,80.1,83.0,0.008,100,9.2,2021-06-01 to 2023-12-31
2021-08-27,77.3,91.3,1.529,100,5.9,2021-06-01 to 2023-12-31
2021-08-28,76.5,90.8,1.064,100,9.2,2021-06-01 to 2023-12-31
2021-08-29,75.0,92.8,1.81,100,16.1,2021-06-01 to 2023-12-31
2021-08-30,75.7,92.5,0.276,100,11.4,2021-06-01 to 2023-12-31
2021-08-31,79.0,84.6,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-09-01,79.2,86.3,0.197,100,9.2,2021-06-01 to 2023-12-31
2021-09-02,78.1,87.9,0.552,100,6.9,2021-06-01 to 2023-12-31
2021-09-03,78.4,88.6,0.472,100,9.2,2021-06-01 to 2023-12-31
2021-09-04,76.8,90.5,1.732,100,8.1,2021-06-01 to 2023-12-31
2021-09-05,77.7,89.4,0.512,100,9.2,2021-06-01 to 2023-12-31
2021-09-06,76.3,89.3,0.709,100,9.2,2021-06-01 to 2023-12-31
2021-09-07,75.0,92.4,1.456,100,5.8,2021-06-01 to 2023-12-31
2021-09-08,78.6,86.6,0.433,100,12.8,2021-06-01 to 2023-12-31
2021-09-09,79.3,85.7,0.177,100,10.3,2021-06-01 to 2023-12-31
2021-09-10,80.3,84.5,0.008,100,9.2,2021-06-01 to 2023-12-31
2021-09-11,79.6,87.4,0.276,100,17.2,2021-06-01 to 2023-12-31
2021-09-12,79.5,87.0,0.748,100,12.8,2021-06-01 to 2023-12-31
2021-09-13,78.8,89.8,0.709,100,11.4,2021-06-01 to 2023-12-31
2021-09-14,79.8,88.0,0.122,100,10.3,2021-06-01 to 2023-12-31
2021-09-15,80.3,83.8,0.154,100,9.2,2021-06-01 to 2023-12-31
2021-09-16,80.3,85.4,0.031,100,9.2,2021-06-01 to 2023-12-31
2021-09-17,81.0,81.9,0.024,100,9.2,2021-06-01 to 2023-12-31
2021-09-18,81.0,82.1,0.016,100,10.3,2021-06-01 to 2023-12-31
2021-09-19,81.4,79.3,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-09-20,81.6,80.4,0.0,0,11.4,2021-06-01 to 2023-12-31
2021-09-21,81.6,81.4,0.067,100,10.3,2021-06-01 to 2023-12-31
2021-09-22,79.7,83.6,0.24,100,11.4,2021-06-01 to 2023-12-31
2021-09-23,79.3,83.8,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-09-24,80.4,77.7,0.016,100,8.1,2021-06-01 to 2023-12-31
2021-09-25,81.1,80.4,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-09-26,79.0,86.8,0.0,0,10.3,2021-06-01 to 2023-12-31
2021-09-27,77.3,90.3,1.193,100,6.9,2021-06-01 to 2023-12-31
2021-09-28,78.9,86.9,0.398,100,11.4,2021-06-01 to 2023-12-31
2021-09-29,79.6,84.8,0.469,100,9.2,2021-06-01 to 2023-12-31
2021-09-30,79.5,85.9,0.118,100,9.2,2021-06-01 to 2023-12-31
2021-10-01,81.2,83.1,0.236,100,9.2,2021-06-01 to 2023-12-31
2021-10-02,81.5,82.1,0.079,100,5.8,2021-06-01 to 2023-12-31
2021-10-03,80.0,83.5,1.575,100,9.2,2021-06-01 to 2023-12-31
2021-10-04,80.3,84.7,0.016,100,6.9,2021-06-01 to 2023-12-31
2021-10-05,79.5,85.6,0.039,100,9.2,2021-06-01 to 2023-12-31
2021-10-06,78.4,87.4,0.138,100,5.8,2021-06-01 to 2023-12-31
2021-10-07,81.4,81.8,0.0,0,11.4,2021-06-01 to 2023-12-31
2021-10-08,81.3,82.6,0.591,100,11.4,2021-06-01 to 2023-12-31
2021-10-09,80.0,84.8,0.472,100,6.9,2021-06-01 to 2023-12-31
2021-10-10,80.1,86.1,1.495,100,5.1,2021-06-01 to 2023-12-31
2021-10-11,79.5,87.1,1.22,100,9.2,2021-06-01 to 2023-12-31
2021-10-12,76.7,91.9,7.284,100,16.1,2021-06-01 to 2023-12-31
2021-10-13,76.7,90.7,1.127,100,6.9,2021-06-01 to 2023-12-31
2021-10-14,80.1,84.7,0.004,100,6.9,2021-06-01 to 2023-12-31
2021-10-15,81.0,84.2,0.039,100,9.2,2021-06-01 to 2023-12-31
2021-10-16,81.3,86.1,1.496,100,9.2,2021-06-01 to 2023-12-31
2021-10-17,77.7,91.7,0.118,100,5.8,2021-06-01 to 2023-12-31
2021-10-18,79.9,85.4,0.031,100,9.2,2021-06-01 to 2023-12-31
2021-10-19,80.6,83.0,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-10-20,81.7,80.1,0.0,0,6.9,2021-06-01 to 2023-12-31
2021-10-21,78.3,85.3,0.827,100,9.2,2021-06-01 to 2023-12-31
2021-10-22,80.6,82.1,0.0,0,8.1,2021-06-01 to 2023-12-31
2021-10-23,79.4,85.7,0.0,0,5.8,2021-06-01 to 2023-12-31
2021-10-24,80.4,84.6,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-10-25,79.8,81.3,0.079,100,6.9,2021-06-01 to 2023-12-31
2021-10-26,79.0,85.4,0.0,0,0.5,2021-06-01 to 2023-12-31
2021-10-27,82.4,79.0,0.0,0,5.8,2021-06-01 to 2023-12-31
2021-10-28,81.6,80.6,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-10-29,82.4,77.4,0.039,100,9.2,2021-06-01 to 2023-12-31
2021-10-30,81.3,81.8,0.039,100,9.2,2021-06-01 to 2023-12-31
2021-10-31,80.6,83.0,0.079,100,8.1,2021-06-01 to 2023-12-31
2021-11-01,78.8,84.3,0.158,100,13.9,2021-06-01 to 2023-12-31
2021-11-02,80.8,81.7,0.984,100,5.8,2021-06-01 to 2023-12-31
2021-11-03,81.3,80.7,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-11-04,80.2,81.2,0.016,100,10.3,2021-06-01 to 2023-12-31
2021-11-05,80.2,82.0,0.016,100,9.2,2021-06-01 to 2023-12-31
2021-11-06,79.0,85.1,2.189,100,9.2,2021-06-01 to 2023-12-31
2021-11-07,79.7,80.7,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-11-08,79.0,81.7,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-11-09,79.3,78.6,0.0,0,5.8,2021-06-01 to 2023-12-31
2021-11-10,81.6,72.9,0.0,0,4.7,2021-06-01 to 2023-12-31
2021-11-11,80.6,77.9,0.0,0,5.8,2021-06-01 to 2023-12-31
2021-11-12,77.7,80.8,0.012,100,4.7,2021-06-01 to 2023-12-31
2021-11-13,79.3,83.7,0.158,100,5.8,2021-06-01 to 2023-12-31
2021-11-14,77.6,89.9,1.575,100,15.0,2021-06-01 to 2023-12-31
2021-11-15,79.0,84.4,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-11-16,79.4,82.3,0.004,100,5.8,2021-06-01 to 2023-12-31
2021-11-17,80.6,80.0,0.024,100,13.9,2021-06-01 to 2023-12-31
2021-11-18,78.8,82.3,0.118,100,5.8,2021-06-01 to 2023-12-31
2021-11-19,78.8,83.6,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-11-20,76.6,89.2,2.756,100,5.8,2021-06-01 to 2023-12-31
2021-11-21,77.5,84.9,0.157,100,9.2,2021-06-01 to 2023-12-31
2021-11-22,78.9,83.0,0.157,100,8.1,2021-06-01 to 2023-12-31
2021-11-23,81.0,83.2,0.158,100,8.1,2021-06-01 to 2023-12-31
2021-11-24,79.8,84.7,0.314,100,6.9,2021-06-01 to 2023-12-31
2021-11-25,80.9,80.0,0.0,0,6.9,2021-06-01 to 2023-12-31
2021-11-26,81.6,76.6,0.0,0,6.9,2021-06-01 to 2023-12-31
2021-11-27,81.9,69.1,0.0,0,8.1,2021-06-01 to 2023-12-31
2021-11-28,81.8,69.1,0.0,0,3.4,2021-06-01 to 2023-12-31
2021-11-29,81.5,74.0,0.079,100,9.2,2021-06-01 to 2023-12-31
2021-11-30,79.5,84.1,0.157,100,9.2,2021-06-01 to 2023-12-31
2021-12-01,80.4,79.6,0.433,100,12.8,2021-06-01 to 2023-12-31
2021-12-02,80.4,81.5,0.0,0,6.9,2021-06-01 to 2023-12-31
2021-12-03,81.2,79.2,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-12-04,81.2,80.6,0.0,0,6.9,2021-06-01 to 2023-12-31
2021-12-05,80.4,79.0,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-12-06,80.2,65.6,0.0,0,11.4,2021-06-01 to 2023-12-31
2021-12-07,78.9,65.8,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-12-08,80.2,70.9,0.0,0,5.8,2021-06-01 to 2023-12-31
2021-12-09,81.3,75.7,0.0,0,6.9,2021-06-01 to 2023-12-31
2021-12-10,82.0,75.1,0.0,0,10.3,2021-06-01 to 2023-12-31
2021-12-11,82.7,70.6,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-12-12,83.5,67.9,0.0,0,11.4,2021-06-01 to 2023-12-31
2021-12-13,81.9,71.7,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-12-14,82.1,68.1,0.008,100,13.9,2021-06-01 to 2023-12-31
2021-12-15,81.5,71.3,0.079,100,10.3,2021-06-01 to 2023-12-31
2021-12-16,81.6,71.5,0.0,0,6.9,2021-06-01 to 2023-12-31
2021-12-17,81.1,66.6,0.0,0,5.8,2021-06-01 to 2023-12-31
2021-12-18,80.1,69.0,0.0,0,5.8,2021-06-01 to 2023-12-31
2021-12-19,79.8,61.9,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-12-20,78.7,54.5,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-12-21,77.7,65.7,0.0,0,6.9,2021-06-01 to 2023-12-31
2021-12-22,77.8,72.3,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-12-23,78.4,71.6,0.0,0,6.9,2021-06-01 to 2023-12-31
2021-12-24,78.5,76.0,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-12-25,79.1,74.0,0.0,0,11.4,2021-06-01 to 2023-12-31
2021-12-26,78.8,78.5,0.0,0,6.9,2021-06-01 to 2023-12-31
2021-12-27,79.7,77.1,0.0,0,7.5,2021-06-01 to 2023-12-31
2021-12-28,79.1,71.8,0.0,0,9.2,2021-06-01 to 2023-12-31
2021-12-29,78.7,71.2,0.0,0,5.8,2021-06-01 to 2023-12-31
2021-12-30,79.9,67.8,0.0,0,8.1,2021-06-01 to 2023-12-31
2021-12-31,82.0,60.0,0.0,0,11.4,2021-06-01 to 2023-12-31
2022-01-01,82.7,60.3,0.0,0,9.2,2021-06-01 to 2023-12-31
2022-01-02,82.5,63.1,0.0,0,9.2,2021-06-01 to 2023-12-31
2022-01-03,81.2,66.5,0.0,0,10.3,2021-06-01 to 2023-12-31
2022-01-04,80.2,66.4,0.0,0,8.1,2021-06-01 to 2023-12-31
2022-01-05,79.3,67.0,0.0,0,6.9,2021-06-01 to 2023-12-31
2022-01-06,78.9,70.7,0.0,0,8.1,2021-06-01 to 2023-12-31
2022-01-07,78.9,72.2,0.0,0,6.9,2021-06-01 to 2023-12-31
2022-01-08,79.4,67.1,0.0,0,6.9,2021-06-01 to 2023-12-31
2022-01-09,78.9,64.3,0.0,0,6.9,2021-06-01 to 2023-12-31
2022-01-10,78.8,69.8,0.0,0,9.2,2021-06-01 to 2023-12-31
2022-01-11,77.6,69.6,0.0,0,11.4,2021-06-01 to 2023-12-31
2022-01-12,76.3,68.1,0.0,0,6.9,2021-06-01 to 2023-12-31
2022-01-13,76.9,61.7,0.0,0,8.1,2021-06-01 to 2023-12-31
2022-01-14,76.9,65.2,0.0,0,9.2,2021-06-01 to 2023-12-31
2022-01-15,77.8,63.7,0.0,0,12.8,2021-06-01 to 2023-12-31
2022-01-16,78.8,60.4,0.0,0,10.3,2021-06-01 to 2023-12-31
2022-01-17,80.1,66.6,0.0,0,8.1,2021-06-01 to 2023-12-31
2022-01-18,81.2,64.1,0.0,0,9.2,2021-06-01 to 2023-12-31
2022-01-19,80.3,61.7,0.0,0,6.9,2021-06-01 to 2023-12-31
2022-01-20,78.8,68.0,0.0,0,10.3,2021-06-01 to 2023-12-31
2022-01-21,78.7,70.4,0.0,0,9.2,2021-06-01 to 2023-12-31
2022-01-22,78.0,72.5,0.0,0,11.4,2021-06-01 to 2023-12-31
2022-01-23,77.7,66.0,0.0,0,10.3,2021-06-01 to 2023-12-31
2022-01-24,76.5,63.7,0.0,0,11.4,2021-06-01 to 2023-12-31
