datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,severerisk,city
2021-12-10,1639074600,32.0,24.0,27.8,35.8,24.0,29.8,22.7,75.1,0.0,0.0,0.0,,0.0,0.0,20.9,16.6,106.3,1011.8,59.7,6.0,211.8,18.2,8.0,06:41:56,1639098716,18:04:55,1639139695,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2021-12-11,1639161000,34.0,23.0,28.2,36.1,23.0,29.8,21.7,70.6,0.0,0.0,0.0,,0.0,0.0,23.4,14.8,98.0,1011.7,47.9,6.4,222.9,19.3,8.0,06:42:29,1639185149,18:05:17,1639226117,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2021-12-12,1639247400,33.1,25.0,28.6,34.8,25.0,30.3,21.5,67.8,0.0,0.0,0.0,,0.0,0.0,21.2,18.4,108.9,1011.5,45.3,7.1,228.9,19.8,8.0,06:43:02,1639271582,18:05:40,1639312540,0.27,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2021-12-13,1639333800,32.1,24.0,27.7,35.8,24.0,29.3,21.9,71.7,0.0,0.0,0.0,,0.0,0.0,25.6,14.8,35.4,1010.8,31.5,6.8,222.6,19.1,8.0,06:43:35,1639358015,18:06:04,1639398964,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2021-12-14,1639420200,33.0,25.0,27.9,35.3,25.0,29.3,21.2,68.1,0.2,100.0,4.17,['rain'],0.0,0.0,22.3,22.3,126.0,1010.2,53.9,6.9,208.4,18.0,7.0,06:44:07,1639444447,18:06:29,1639485389,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2021-12-15,1639506600,33.0,24.0,27.5,35.3,24.0,28.7,21.5,71.3,2.0,100.0,4.17,['rain'],0.0,0.0,19.1,16.6,46.1,1011.0,49.4,5.5,214.1,18.4,8.0,06:44:39,1639530879,18:06:54,1639571814,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2021-12-16,1639593000,32.0,24.0,27.6,35.8,24.0,29.2,21.7,71.5,0.0,0.0,0.0,,0.0,0.0,23.4,11.2,58.4,1012.0,38.1,5.5,224.6,19.5,8.0,06:45:11,1639617311,18:07:20,1639658240,0.4,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2021-12-17,1639679400,32.8,24.0,27.4,34.3,24.0,28.4,20.2,66.5,0.0,0.0,0.0,,0.0,0.0,25.2,9.4,53.0,1012.2,6.7,5.0,229.9,19.9,8.0,06:45:43,1639703743,18:07:47,1639744667,0.44,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2021-12-18,1639765800,32.0,22.9,26.8,34.8,22.9,27.7,20.2,69.0,0.0,0.0,0.0,,0.0,0.0,24.8,9.4,44.8,1011.6,0.1,4.3,234.7,20.4,8.0,06:46:15,1639790175,18:08:15,1639831095,0.47,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2021-12-19,1639852200,32.0,23.0,26.5,32.9,23.0,26.9,18.3,62.0,0.0,0.0,0.0,,0.0,0.0,24.1,14.8,126.1,1012.4,2.0,5.4,239.1,20.5,8.0,06:46:46,1639876606,18:08:43,1639917523,0.5,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2021-12-20,1639938600,32.0,21.0,25.9,31.3,21.0,25.9,15.8,55.5,0.0,0.0,0.0,,0.0,0.0,24.5,14.8,139.6,1012.7,0.0,5.5,240.5,20.6,8.0,06:47:16,1639963036,18:09:12,1640003952,0.54,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', 'remote', '43285099999']",obs,,Dakshina_Kannada
2021-12-21,1640025000,31.0,21.0,25.4,32.5,21.0,25.9,18.2,65.7,0.0,0.0,0.0,,0.0,0.0,22.7,11.2,174.3,1013.4,2.7,5.5,236.0,20.4,8.0,06:47:47,1640049467,18:09:41,1640090381,0.57,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2021-12-22,1640111400,31.0,21.0,25.5,32.3,21.0,26.0,19.7,72.2,0.0,0.0,0.0,,0.0,0.0,22.7,14.8,280.3,1012.2,6.5,4.5,230.7,20.0,8.0,06:48:17,1640135897,18:10:11,1640176811,0.61,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2021-12-23,1640197800,31.8,22.0,25.8,33.3,22.0,26.4,20.0,71.7,0.0,0.0,0.0,,0.0,0.0,24.5,11.2,3.9,1011.7,10.7,4.2,224.2,19.4,8.0,06:48:46,1640222326,18:10:42,1640263242,0.64,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2021-12-24,1640284200,31.0,22.0,25.9,33.9,22.0,26.9,21.1,76.0,0.0,0.0,0.0,,0.0,0.0,27.0,14.8,325.9,1011.8,8.0,3.3,220.3,19.2,8.0,06:49:15,1640308755,18:11:13,1640349673,0.67,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2021-12-25,1640370600,31.0,23.0,26.2,34.5,23.0,27.0,21.0,74.1,0.0,0.0,0.0,,0.0,0.0,33.5,18.4,355.4,1012.1,11.1,3.8,230.2,20.0,8.0,06:49:43,1640395183,18:11:44,1640436104,0.71,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2021-12-26,1640457000,30.9,22.0,26.0,34.4,22.0,27.1,21.8,78.5,0.0,0.0,0.0,,0.0,0.0,27.0,11.2,336.8,1013.0,13.1,3.5,221.9,19.3,8.0,06:50:11,1640481611,18:12:16,1640522536,0.74,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2021-12-27,1640543400,32.0,23.0,26.5,35.4,23.0,27.6,21.8,77.0,0.0,0.0,0.0,,0.0,0.0,28.1,12.1,309.5,1013.3,9.5,3.1,229.1,19.7,8.0,06:50:38,1640568038,18:12:48,1640608968,0.75,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2021-12-28,1640629800,32.9,22.0,26.2,32.4,22.0,26.5,19.8,71.8,0.0,0.0,0.0,,0.0,0.0,29.2,14.8,139.0,1012.4,7.9,4.6,235.6,20.5,8.0,06:51:04,1640654464,18:13:20,1640695400,0.81,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2021-12-29,1640716200,31.0,22.0,26.0,33.1,22.0,26.6,20.0,71.2,0.0,0.0,0.0,,0.0,0.0,28.4,9.4,10.5,1011.7,6.5,5.4,235.4,20.4,8.0,06:51:30,1640740890,18:13:53,1640781833,0.85,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2021-12-30,1640802600,33.0,22.0,26.6,32.7,22.0,27.0,19.5,67.9,0.0,0.0,0.0,,0.0,0.0,30.6,13.0,138.3,1012.3,3.5,5.1,237.8,20.8,8.0,06:51:55,1640827315,18:14:26,1640868266,0.88,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2021-12-31,1640889000,34.0,22.0,27.8,34.6,22.0,28.3,18.6,60.1,0.0,0.0,0.0,,0.0,0.0,23.4,18.4,94.6,1012.8,17.3,6.7,224.3,19.3,8.0,06:52:19,1640913739,18:15:00,1640954700,0.91,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2022-01-01,1640975400,34.0,24.0,28.2,35.1,24.0,29.2,19.4,60.3,0.0,0.0,0.0,,0.0,0.0,25.9,14.8,81.9,1013.1,23.8,7.2,220.0,19.1,8.0,06:52:42,1641000162,18:15:33,1641041133,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2022-01-02,1641061800,33.9,25.0,28.1,35.7,25.0,29.2,20.0,63.2,0.0,0.0,0.0,,0.0,0.0,28.4,14.8,89.1,1011.8,20.1,7.5,228.1,19.5,8.0,06:53:05,1641086585,18:16:07,1641127567,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2022-01-03,1641148200,33.0,23.0,27.3,34.0,23.0,27.9,19.9,66.5,0.0,0.0,0.0,,0.0,0.0,27.0,16.6,305.1,1011.9,16.5,6.8,227.4,19.7,8.0,06:53:27,1641173007,18:16:41,1641214001,0.0,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2022-01-04,1641234600,33.0,23.0,26.8,33.7,23.0,27.4,19.5,66.2,0.0,0.0,0.0,,0.0,0.0,28.4,13.0,149.3,1012.0,4.0,6.1,238.3,20.5,8.0,06:53:48,1641259428,18:17:15,1641300435,0.05,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43257099999', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2022-01-05,1641321000,31.9,22.0,26.3,32.8,22.0,26.9,19.3,67.0,0.0,0.0,0.0,,0.0,0.0,23.0,11.2,120.1,1012.6,18.9,5.5,233.3,20.0,8.0,06:54:08,1641345848,18:17:49,1641386869,0.08,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2022-01-06,1641407400,31.0,22.0,26.0,32.5,22.0,26.8,20.0,70.7,0.0,0.0,0.0,,0.0,0.0,30.6,13.0,279.5,1011.5,8.7,4.8,239.0,20.5,8.0,06:54:28,1641432268,18:18:23,1641473303,0.11,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2022-01-07,1641493800,31.8,22.0,26.0,33.3,22.0,26.8,20.3,72.3,0.0,0.0,0.0,,0.0,0.0,25.9,11.2,300.9,1012.1,13.4,4.5,228.8,19.8,8.0,06:54:46,1641518686,18:18:57,1641559737,0.15,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2022-01-08,1641580200,31.0,22.1,26.3,32.5,22.1,26.9,19.4,67.1,0.0,0.0,0.0,,0.0,0.0,29.5,11.2,355.1,1012.7,12.4,4.8,215.4,18.5,8.0,06:55:03,1641605103,18:19:31,1641646171,0.18,Clear,Clear conditions throughout the day.,clear-day,"['VOML', 'AVWP', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2022-01-09,1641666600,31.0,22.0,26.0,31.9,22.0,26.3,18.4,64.4,0.0,0.0,0.0,,0.0,0.0,33.5,11.2,330.1,1011.6,4.5,6.4,238.5,20.6,8.0,06:55:20,1641691520,18:20:05,1641732605,0.25,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,,Dakshina_Kannada
2022-01-10,1641753000,31.9,22.0,26.0,34.0,22.0,26.6,19.7,69.8,0.0,0.0,0.0,,0.0,0.0,30.6,14.8,1.9,1011.7,16.7,6.4,234.7,20.4,8.0,06:55:36,1641777936,18:20:38,1641819038,0.25,Clear,Clear conditions throughout the day.,clear-day,"['VOML', 'AVWP', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-01-11,1641839400,30.0,22.0,25.3,31.4,22.0,25.8,19.1,69.7,0.0,0.0,0.0,,0.0,0.0,42.1,18.4,338.5,1012.0,17.1,7.1,238.9,20.8,8.0,06:55:50,1641864350,18:21:12,1641905472,0.28,Clear,Clear conditions throughout the day.,clear-day,"['VOML', 'AVWP', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-01-12,1641925800,29.0,21.0,24.6,29.8,21.0,24.9,18.1,68.1,0.0,0.0,0.0,,0.0,0.0,31.7,11.2,338.5,1012.1,22.0,7.1,236.1,20.4,8.0,06:56:04,1641950764,18:21:45,1641991905,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-01-13,1642012200,30.0,20.0,24.9,30.1,20.0,25.0,16.5,61.8,0.0,0.0,0.0,,0.0,0.0,24.8,13.0,309.5,1011.5,19.9,7.1,240.7,20.8,8.0,06:56:16,1642037176,18:22:19,1642078339,0.34,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-01-14,1642098600,31.0,20.0,24.9,31.9,20.0,25.2,17.6,65.3,0.0,0.0,0.0,,0.0,0.0,28.8,14.8,321.2,1011.1,21.5,7.0,238.1,20.6,8.0,06:56:28,1642123588,18:22:52,1642164772,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-01-15,1642185000,32.0,21.0,25.5,32.3,21.0,25.5,17.5,64.0,0.0,0.0,0.0,,0.0,0.0,30.6,20.5,334.6,1011.3,15.5,7.2,244.1,21.2,9.0,06:56:38,1642209998,18:23:25,1642251205,0.41,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-01-16,1642271400,32.0,20.0,26.0,33.5,20.0,26.4,17.4,60.5,0.0,0.0,0.0,,0.0,0.0,28.4,16.6,281.4,1011.8,18.2,7.4,243.9,21.0,9.0,06:56:47,1642296407,18:23:57,1642337637,0.44,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-01-17,1642357800,32.0,23.0,26.7,34.0,23.0,27.5,19.8,66.7,0.0,0.0,0.0,,0.0,0.0,27.7,13.0,294.1,1013.2,59.2,5.8,223.9,19.3,8.0,06:56:56,1642382816,18:24:30,1642424070,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-01-18,1642444200,33.0,23.0,27.3,34.4,23.0,27.9,19.4,64.1,0.0,0.0,0.0,,0.0,0.0,35.3,14.8,324.4,1012.3,23.9,6.8,243.7,20.9,8.0,06:57:03,1642469223,18:25:02,1642510502,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-01-19,1642530600,33.0,22.8,26.9,33.0,22.8,27.2,18.2,61.8,0.0,0.0,0.0,,0.0,0.0,32.0,11.2,83.1,1011.6,7.2,6.1,250.4,21.7,9.0,06:57:09,1642555629,18:25:33,1642596933,0.54,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-01-20,1642617000,32.0,21.0,26.0,34.2,21.0,26.7,19.3,68.0,0.0,0.0,0.0,,0.0,0.0,30.2,16.6,267.9,1010.4,5.4,5.1,247.8,21.4,9.0,06:57:14,1642642034,18:26:04,1642683364,0.58,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-01-21,1642703400,31.8,21.0,26.0,32.7,21.0,26.5,19.8,70.4,0.0,0.0,0.0,,0.0,0.0,30.6,14.8,295.4,1011.0,15.0,5.3,244.9,21.1,9.0,06:57:18,1642728438,18:26:35,1642769795,0.62,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-01-22,1642789800,30.9,22.0,25.6,32.2,22.0,26.2,20.0,72.5,0.0,0.0,0.0,,0.0,0.0,31.7,18.4,338.2,1010.7,33.9,6.5,221.9,19.3,8.0,06:57:21,1642814841,18:27:06,1642856226,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-01-23,1642876200,31.0,21.0,25.4,30.8,21.0,25.6,18.1,66.1,0.0,0.0,0.0,,0.0,0.0,31.0,16.6,318.8,1010.4,25.8,7.2,225.8,19.6,8.0,06:57:23,1642901243,18:27:36,1642942656,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-01-24,1642962600,30.0,20.1,24.8,29.7,20.1,24.8,16.9,63.6,0.0,0.0,0.0,,0.0,0.0,34.9,18.4,325.5,1009.9,22.1,5.7,223.2,19.2,8.0,06:57:24,1642987644,18:28:05,1643029085,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-01-25,1643049000,30.0,20.0,24.6,29.7,20.0,24.6,16.4,61.5,0.0,0.0,0.0,,0.0,0.0,31.7,18.4,306.7,1009.9,15.9,6.8,253.3,21.7,9.0,06:57:23,1643074043,18:28:34,1643115514,0.75,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', 'remote', '43285099999']",obs,10.0,Dakshina_Kannada
2022-01-26,1643135400,30.0,20.0,24.5,30.4,20.0,24.6,17.1,65.0,0.0,0.0,0.0,,0.0,0.0,33.1,16.6,326.7,1010.1,13.6,5.9,235.9,20.2,8.0,06:57:22,1643160442,18:29:03,1643201943,0.79,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-01-27,1643221800,32.0,21.0,25.7,33.5,21.0,26.1,19.0,68.0,0.0,0.0,0.0,,0.0,0.0,39.2,14.8,317.4,1009.1,6.9,5.7,246.0,21.1,9.0,06:57:19,1643246839,18:29:31,1643288371,0.83,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-01-28,1643308200,33.0,22.8,27.2,36.1,22.8,28.3,20.2,68.2,0.0,0.0,0.0,,0.0,0.0,33.8,14.8,112.1,1009.4,29.4,5.9,243.0,20.9,8.0,06:57:15,1643333235,18:29:58,1643374798,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-01-29,1643394600,34.0,23.0,27.5,34.5,23.0,28.1,19.3,63.0,0.0,0.0,0.0,['rain'],0.0,0.0,33.8,16.6,107.7,1010.9,7.6,5.4,255.6,22.1,9.0,06:57:11,1643419631,18:30:25,1643461225,0.9,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-01-30,1643481000,34.0,23.0,27.8,37.3,23.0,29.2,20.6,66.4,0.0,0.0,0.0,,0.0,0.0,30.2,16.6,277.2,1010.5,14.2,5.9,247.5,21.4,9.0,06:57:05,1643506025,18:30:52,1643547652,0.93,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,30.0,Dakshina_Kannada
2022-01-31,1643567400,31.0,23.0,27.2,35.5,23.0,28.8,21.6,72.3,0.0,0.0,0.0,,0.0,0.0,30.2,18.4,262.9,1010.0,11.2,4.6,250.0,21.6,9.0,06:56:58,1643592418,18:31:18,1643634078,0.97,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-02-01,1643653800,32.9,23.0,27.3,36.7,23.0,29.0,21.3,70.9,0.0,0.0,0.0,,0.0,0.0,28.4,16.6,245.4,1009.3,2.7,5.3,256.8,22.2,9.0,06:56:49,1643678809,18:31:43,1643720503,0.0,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-02-02,1643740200,32.0,23.0,27.1,34.8,23.0,28.4,21.4,72.1,0.0,0.0,0.0,,0.0,0.0,30.2,14.8,277.0,1010.4,14.9,5.2,250.6,21.7,9.0,06:56:40,1643765200,18:32:08,1643806928,0.03,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-02-03,1643826600,31.1,23.0,26.6,33.0,23.0,27.2,20.8,72.4,0.0,0.0,0.0,,0.0,0.0,28.1,18.4,290.2,1011.0,17.1,5.5,252.2,21.9,9.0,06:56:30,1643851590,18:32:32,1643893352,0.07,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-02-04,1643913000,30.0,21.0,25.4,30.8,21.0,25.7,18.2,66.4,0.0,0.0,0.0,['rain'],0.0,0.0,29.5,22.3,311.7,1010.2,18.5,6.4,252.0,21.7,9.0,06:56:19,1643937979,18:32:55,1643979775,0.1,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-02-05,1643999400,30.0,20.0,24.7,31.3,20.0,25.1,18.4,69.1,0.0,0.0,0.0,,0.0,0.0,24.1,22.3,279.2,1009.9,13.9,6.7,268.3,23.3,9.0,06:56:06,1644024366,18:33:18,1644066198,0.13,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-02-06,1644085800,30.0,20.0,25.3,31.9,20.0,25.9,19.3,70.4,0.0,0.0,0.0,,0.0,0.0,28.1,18.4,300.4,1012.2,18.7,6.5,254.4,21.9,9.0,06:55:53,1644110753,18:33:41,1644152621,0.16,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-02-07,1644172200,31.0,22.0,26.0,31.9,22.0,26.3,19.3,68.6,0.0,0.0,0.0,,0.0,0.0,38.9,20.5,320.7,1012.6,19.8,6.1,258.0,22.5,9.0,06:55:39,1644197139,18:34:02,1644239042,0.19,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-02-08,1644258600,31.1,22.0,26.0,33.9,22.0,26.7,20.0,70.7,0.0,0.0,0.0,,0.0,0.0,38.9,18.4,327.6,1011.6,13.6,6.1,254.9,22.0,9.0,06:55:23,1644283523,18:34:24,1644325464,0.25,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-02-09,1644345000,31.0,22.9,26.3,33.0,22.9,27.0,20.3,70.5,0.0,0.0,0.0,,0.0,0.0,37.4,18.4,326.2,1010.8,30.2,6.9,250.1,21.7,9.0,06:55:07,1644369907,18:34:44,1644411884,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOML', '43284099999', 'remote', '43285099999']",obs,10.0,Dakshina_Kannada
2022-02-10,1644431400,32.0,23.0,26.7,34.9,23.0,27.7,20.9,71.6,0.0,0.0,0.0,,0.0,0.0,32.8,18.4,307.3,1010.3,20.7,5.7,257.4,22.3,9.0,06:54:50,1644456290,18:35:04,1644498304,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-02-11,1644517800,35.1,23.0,27.6,33.1,23.0,27.3,15.9,55.0,0.0,0.0,0.0,,0.0,0.0,34.2,20.5,82.2,1009.0,20.2,6.2,271.3,23.6,9.0,06:54:31,1644542671,18:35:23,1644584723,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-02-12,1644604200,33.0,21.0,26.8,34.1,21.0,27.4,18.4,61.6,0.0,0.0,0.0,,0.0,0.0,32.8,22.3,132.5,1009.4,11.1,6.5,264.4,23.1,9.0,06:54:12,1644629052,18:35:42,1644671142,0.36,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-02-13,1644690600,33.0,23.0,27.3,34.2,23.0,28.3,19.8,64.9,0.0,0.0,0.0,,0.0,0.0,32.0,18.4,258.3,1008.6,9.5,5.7,265.9,23.0,9.0,06:53:52,1644715432,18:36:00,1644757560,0.39,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-02-14,1644777000,32.9,23.0,27.3,36.7,23.0,28.9,21.5,71.8,0.0,0.0,0.0,['rain'],0.0,0.0,29.2,18.4,240.8,1008.6,29.1,4.7,250.4,21.8,8.0,06:53:31,1644801811,18:36:18,1644843978,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-02-15,1644863400,32.0,24.0,27.3,35.8,24.0,28.7,21.5,72.2,0.0,0.0,0.0,,0.0,0.0,27.0,24.1,226.5,1008.9,22.8,4.3,256.1,22.2,9.0,06:53:09,1644888189,18:36:35,1644930395,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-02-16,1644949800,31.1,23.0,26.9,33.9,23.0,28.1,21.2,72.3,0.0,0.0,0.0,,0.0,0.0,23.8,16.6,249.6,1007.3,24.8,4.5,246.8,21.4,9.0,06:52:46,1644974566,18:36:51,1645016811,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-02-17,1645036200,32.0,23.0,27.1,35.0,23.0,28.0,20.2,67.4,0.0,0.0,0.0,,0.0,0.0,28.4,22.3,281.3,1006.2,19.0,5.4,258.6,22.5,9.0,06:52:22,1645060942,18:37:07,1645103227,0.52,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-02-18,1645122600,32.0,24.0,27.2,34.9,24.0,28.1,20.1,66.2,0.0,0.0,0.0,,0.0,0.0,36.0,14.8,243.2,1007.6,37.0,6.1,264.1,22.9,9.0,06:51:57,1645147317,18:37:22,1645189642,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
2022-02-19,1645209000,34.0,24.0,27.6,36.5,24.0,28.8,20.6,67.4,0.0,0.0,0.0,,0.0,0.0,36.4,22.3,252.4,1009.4,10.6,5.7,273.4,23.6,9.0,06:51:32,1645233692,18:37:37,1645276057,0.59,Clear,Clear conditions throughout the day.,clear-day,"['VOML', '43284099999', '43285099999']",obs,10.0,Dakshina_Kannada
